code,ticker,company_name,sector,best_variant,theme_text_regenerated,theme_text_regenerated_compact
3639,3639.T,ボルテージ,情報・通信業,theme_bodyleft,"ー 5 & 3 5.5 ー 7 舫 13.5 △ 1 & 3 △ 1 る 10. 東 S 【 株 式 】 & 1 1 【 株 ) 7 , 7 例 名 く な 肥 〉 庸 第 ] 谷 司 ー ー ド ス ト リ ー ト ー ー 4 生 3 > 、 奈 々 子 5 491 阜 ・ 9 4 本 比 7 & モ ル ガ ン ・ ス タ ン レ —MUF 3 呶 6 2 響 「 ー 証 シ ャ , ン 7 0 1 , . G 証 4 24 1 【 指 標 等 】 く 〉 ト ク ロ ー ン G( の 2 7 61 ROA △ 1. ト 1. メ ロ ン 14 儺 化 5 ( の 調 株 益 戸 年 、 ( 0 年 前 、 ) 0 チ","ー5&35.5ー7舫13.5△1&3△1る10.東S【株式】&11【株)7,7例名くな肥〉庸第]谷司ーードストリートーー4生3>、奈々子5491阜・94本比7&モルガン・スタンレ—MUF3呶62響「ー証シャ,ン701,.G証4241【指標等】く〉トクローンG(の2761ROA△1.ト1.メロン14儺化5(の調株益戸年、(0年前、)0チ"
3640,3640.T,電算,情報・通信業,theme_bodyleft,"ー 5 23 2 1 高 安 東 S 121 10. 15 1 14 4 21 ・ 取 2 148 40 ー 9 ・ 、 年 双 5 年 満 05D 1480 1 1480 1 2 14N 高 師 安 呂 ・ ー 7 △ ほ 3 35 【 株 ド ) 7 名 く 幻 コ 〉 庸 TOPPAN 工 ッ ジ 一 団 当 呷 臂 蟶 新 会 ド Ⅱ 己 資 本 IO 6 日 - マ ス タ 氈 日 肥 ー 肥 2 10 物 「 避 東 邊 デ ジ タ ル ソ リ ー 【 指 標 等 】 く 4 ・ 3 〉 ン ズ 7 2 ROE 脇 予 & ハ 長 野 県 信 川 組 今 6 ー ROA 4 ー 予 4 ー く 調 ー 株 益 16 川 く 信 〉 26 第 、 ・ 定 7 韻 益 ( 幻 .3 ) 1 , 6 柵 5 役 黜 臀","ー52321高安東S12110.15114421・取214840ー9・、年双5年満05D1480114801214N高師安呂・ー7△ほ335【株ド)7名く幻コ〉庸TOPPAN工ッジ一団当呷臂蟶新会ドⅡ己資本IO6日-マスタ氈日肥ー肥210物「避東邊デジタルソリー【指標等】く4・3〉ンズ72ROE脇予&ハ長野県信川組今6ーROA4ー予4ーく調ー株益16川く信〉26第、・定7韻益(幻.3)1,6柵5役黜臀"
3641,3641.T,パピレス,情報・通信業,theme_bodyleft,"10. 1 よ 1 8 ー → 17. 4 ー → ー 72 ー Ⅱ 行 ( 4 2 1 10 3 2 1020 8 【 株 式 】 & 10 % 【 株 ) 約 , 幻 閉 コ 〉 庸 1 1 阪 天 谷 幹 大 2 な ー 新 イ ン フ ォ コ ム 1 側 ー 3 1 ー 生 3 〉 而 セ ガ サ ミ ¯llLD 9() & 51 阜 14 , 2 日 本 出 . 版 販 売 52 Ⅱ 己 資 本 10 , 自 社 ( 目 己 ロ ) 四 ( 22 ) 引 4 カ セ イ ス BK ・ ES ・ Ⅱ CS ・ ク 9 “ 8 物 「 日 裔 8 【 指 標 等 】 饗 聶 髜 圏 ROA 15 新 く 円 > 4 ー 勳 橆 す 1 ⅸ 益 ( 21 ① 1 2 1 870","10.1よ18ー→17.4ー→ー72ーⅡ行(421103210208【株式】&10%【株)約,幻閉コ〉庸11阪天谷幹大2なー新インフォコム1側ー31ー生3〉而セガサミ¯llLD9()&51阜14,2日本出.版販売52Ⅱ己資本10,自社(目己ロ)四(22)引4カセイスBK・ES・ⅡCS・ク9“8物「日裔8【指標等】饗聶髜圏ROA15新く円>4ー勳橆す1ⅸ益(21①121870"
3645,3645.T,メディカルネット,情報・通信業,theme_bodyleft,ぞ プ 緡 鹽 己 大 司 介 」 一 佳 ッ 響 子 平 社 月 ハ 藤 Ⅳ リ 川 イ 谷 川 国 信 品 一 俶 自 半 平 早 内 平 ラ 稔 半 外 投 司 ー 値 4 4 5 8 人 2 東 ー,ぞプ緡鹽己大司介」一佳ッ響子平社月ハ藤Ⅳリ川イ谷川国信品一俶自半平早内平ラ稔半外投司ー値4458人2東ー
3646,3646.T,駅探,情報・通信業,theme_bodyleft,"ー 7 幟 6 1 11 2.11 2 → ー ( 27 D 給 3 冊 7 4 【 株 式 】 & 例 8 【 株 第 角 1 名 く 幻 コ 〉 庸 1 1 ト れ 、 一 170 2 靄 ー 「 社 0 ・ 己 株 ロ ) Ⅱ 7 一 7 S B 一 証 い 一 己 資 本 1 , 6 的 ・ 般 社 団 、 、 VIP 7 12 高 安 比 00 株 0 7 ( ) 四 1 JP モ ル ガ ン ・ セ キ ュ リ テ ィ 亠 3 山 物 「 3 ー ズ 7 全 室 貴 久 1 【 指 標 等 】 く 4 ・ 3 〉 吉 4 3 行 最 純 益 0 & 3 ) 7 戸 年 、 ( 0 年 満 、 .0 ) 00 チ . 1 0 龠 響 之 松 ) 響","ー7幟61112.112→ー(27D給3冊74【株式】&例8【株第角1名く幻コ〉庸11トれ、一1702靄ー「社0・己株ロ)Ⅱ7一7SB一証い一己資本1,6的・般社団、、VIP712高安比00株07()四1JPモルガン・セキュリティ亠3山物「3ーズ7全室貴久1【指標等】く4・3〉吉43行最純益0&3)7戸年、(0年満、.0)00チ.10龠響之松)響"
3647,3647.T,ジー・スリーホールディングス,情報・通信業,theme_wide,"2. 3 加 ・ 2 24 ー 書 5- 島 7 2 飆 5 7 , 7 安 7 3 24 3 ー 7 【 株 式 】 俐 【 株 ド 内 村 自 ( 自 d' ロ ) 一 例 務 ) く 2 牡 〉 市 オ ー エ ス シ ー エ ン ジ : 資 本 一 BY ア ジ タ ル プ ロ イ ROA △ 一 ト 気 工 イ チ ROE △ 5 ー ト S B I 券 【 指 標 等 】 > 東 京 資 ィ 贔 樹 き 比 事 7 ー ツ","2.3加・224ー書5-島72飆57,7安73243ー7【株式】俐【株ド内村自(自d'ロ)一例務)く2牡〉市オーエスシーエンジ:資本一BYアジタルプロイROA△一ト気工イチROE△5ートSBI券【指標等】>東京資ィ贔樹き比事7ーツ"
3648,3648.T,ＡＧＳ,情報・通信業,theme_bodyleft,"載 ー 7 値 0 ー 1 阪 自 社 ネ は 1 持 株 会 1 材 ー 【 株 式 】 & 行 飛 【 株 , 0 な 幻 ① 庸 14. 1 17.11 .1 2 11 東 S 2 1 例 → ー → (OA) 5 14 4 7 1 高 安 日 ・ 2 148 8 ー 11 4 ・ 、 年 5 年 満 O.4S) 100(] 5 Ⅱ 己 資 本 13 2 本 比 千 葉 県 民 共 済 生 活 協 い 組 合 1 , 431 18 皿 物 「 11 呂 瞿 ん : D ょ 4 【 指 標 等 】 く 4 ・ 3 〉 テ ィ ー ・ ア イ ・ シ ー ROE & 俺 ハ ー 本 マ ス タ 、 -4 氈 ロ ROA 45 新 州 瓦 断 和 ム 2 韻 益 ( 17 ① 1 , 4 四 く 投 信 〉 1. い 電 用 聶 調 株 益","載ー7値0ー1阪自社ネは1持株会1材ー【株式】&行飛【株,0な幻①庸14.117.11.1211東S21例→ー→(OA)514471高安日・21488ー114・、年5年満O.4S)100(]5Ⅱ己資本132本比千葉県民共済生活協い組合1,43118皿物「11呂瞿ん:Dょ4【指標等】く4・3〉ティー・アイ・シーROE&俺ハー本マスタ、-4氈ロROA45新州瓦断和ム2韻益(17①1,4四く投信〉1.い電用聶調株益"
3649,3649.T,ファインデックス,情報・通信業,theme_wide,"ⅱ . 4 14. ー . 4 24 ー OA) 【 株 式 】 , 俐 【 株 ド ー 名 く な 貶 相 魔 大 ー 新 日 本 マ ス タ 日 資 本 5 7 み ほ 信 行 有 価 彡 行 有 価 彡 4 務 ) く 2 3 〉 市 み ー ほ 信 ー 【 指 標 等 】 く ー わ 愛 媛 銀 行 龕 安 統 日 ・ ROE な を , 、 ン ク ・ オ プ ・ = 24 3 ー ー ROA ー メ ロ ン 14 儺","ⅱ.414.ー.424ーOA)【株式】,俐【株ドー名くな貶相魔大ー新日本マスタ日資本57みほ信行有価彡行有価彡4務)く23〉市みーほ信ー【指標等】くーわ愛媛銀行龕安統日・ROEなを,、ンク・オプ・=243ーーROAーメロン14儺"
3652,3652.T,ディジタルメディアプロフェッショナル,情報・通信業,theme_wide,"24 △ 1 △ 設 9 【 株 式 】 俐 【 株 ド 名 く ① ヤ マ ハ 機 2. 5 レ ス タ ー 務 ) く 2 〉 市 楽 大 資 本 3 , 457 山 本 達 - 大 7 5 東 ⑥ ー カ プ コ ム 券 3 △ 3 マ ネ ッ ク ス 券 3 4 5 幻 0 3 24 ー 【 指 標 等 】 〉 JP モ ル ガ ン 3 ROE ー 脇 予 ー く 外 〉 く 24 3 4 ROA ー 7 試 ー く 投 3 ?","24△1△設9【株式】俐【株ド名く①ヤマハ機2.5レスター務)く2〉市楽大資本3,457山本達-大75東⑥ーカプコム券3△3マネックス券345幻0324ー【指標等】〉JPモルガン3ROEー脇予ーく外〉く2434ROAー7試ーく投3?"
3653,3653.T,モルフォ,情報・通信業,theme_wide,". 5 24 ー 3 ( 9 ( 4 4 5 3 ー 24 3 加 ー ー △ 1 【 株 式 】 5 , 414 俐 【 株 ド 名 く 4 > ・ 新 Ⅱ 社 ( 目 己 株 ロ ) 務 ) く 24D 市 プ ン ソ ー 0 中 村 得 郎 ー 【 指 標 等 】 く ー の 日 本 マ ス タ ヨ 既 日 ROE △ 一 割 ミ ッ ク ウ ェ ア ROA 脇 く 外 〉 & 2 く 瀞",".524ー3(9(4453ー243加ーー△1【株式】5,414俐【株ド名く4>・新Ⅱ社(目己株ロ)務)く24D市プンソー0中村得郎ー【指標等】くーの日本マスタヨ既日ROE△一割ミックウェアROA脇く外〉&2く瀞"
3655,3655.T,ブレインパッド,情報・通信業,theme_bodyleft,加 名 日 ン 託 リ ロ 金 債 圓 益 円 → → 出 出 鰤 7 ー ー 第 4 5 ー ー 1 ー -1 -1,加名日ン託リロ金債圓益円→→出出鰤7ーー第45ーー1ー-1-1
3656,3656.T,ＫＬａｂ,情報・通信業,theme_wide,". 8 . 3 24 3 24 ー 7 0 ) 7 【 株 式 】 俐 【 株 ド ( ー 日 本 マ ス タ イ 日 7 務 ) く 2 〉 市 ′ 川 八 資 本 , 4 バ ン グ イ チ ム 0 Ⅱ D ィ 3 ト M.I ー 47 ROE 4 ー ト ー 5 一 本 カ ス ト デ ィ ー ROA ト ー く 外 〉 脇 く 瀞",".8.324324ー70)7【株式】俐【株ド(ー日本マスタイ日7務)く2〉市′川八資本,4バングイチム0ⅡDィ3トM.Iー47ROE4ートー5一本カストディーROAトーく外〉脇く瀞"
3657,3657.T,ポールトゥウィンホールディングス,情報・通信業,theme_wide,"14. ー 6 ー → 4 5 安 5 4 24 ー 7 ー 4 24 3 4 行 4 【 株 式 】 ー 俐 【 株 ド 587 名 く 1> 日 本 マ ス タ ' 託 日 574 自 社 ( 自 ー 皀 本 4 民 CEPLUX オ ー ビ ス SI( 有 4 , 83 ン ク ー ー 【 指 標 等 】 94D 体 力 ス ト デ 日 一 ROE % ー ROA •8M ー ミ ッ タ カ ー 加","14.ー6ー→45安5424ー7ー42434行4【株式】ー俐【株ド587名く1>日本マスタ'託日574自社(自ー皀本4民CEPLUXオービスSI(有4,83ンクーー【指標等】94D体力ストデ日一ROE%ーROA•8Mーミッタカー加"
3659,3659.T,ネクソン,情報・通信業,theme_wide,"2. 4 24 ー 4 ー 【 指 標 等 】 く 0 一 わ 日 カ ス ト 郷 ' ー イ ア ン ツ 3 第 , 4 ン ア ン ド ・ サ ー ビ シ ィ : ・ 日 本 マ ス タ イ ー 四 乢 一 行 , 5 ビ ー ・ プ イ 出 ー 資 本 い 67 JP モ ル ガ ン ・ チ = ー 出 務 ) く 02 3 〉 市 エ メ 工 ッ ク ス エ ム エ ー 72 齎 ー シ ョ ン 24 エ メ 工 ッ ク ス シ ー ・ ゴ - 【 株 式 】 材 0 俐 【 株 ド ー 名 く な 貶 龕 安 統 日 ・ ROE 自 社 0 ・ に 羽 ) ー 72 24 3 4 ROA ー 73 コ リ ア ・ ア ポ ジ ト リ","2.424ー4ー【指標等】く0一わ日カスト郷'ーイアンツ3第,4ンアンド・サービシィ:・日本マスタイー四乢一行,5ビー・プイ出ー資本い67JPモルガン・チ=ー出務)く023〉市エメ工ックスエムエー72齎ーション24エメ工ックスシー・ゴ-【株式】材0俐【株ドー名くな貶龕安統日・ROE自社0・に羽)ー722434ROAー73コリア・アポジトリ"
3660,3660.T,アイスタイル,情報・通信業,theme_bodyleft,".11 東 P 聞 ) 高 7 ( 6 701 7 諸 1 安 3 4 高 安 日 ・ 2 4 例 ー 7 ROA 1. 脇 予 パ ン ク ・ オ プ ・ ニ ュ ー ヨ ー ク ROE 刊 住 財 団 【 指 標 等 】 く 6 〉 ・ 般 財 川 法 人 都 豆 一 ム 9 ま 比 、 本 ← デ ( 00 0 、 幻 5 ( よ の Ⅱ 己 資 本 10 , リ テ ィ ー 1 ー 生 3 〉 而 嗇 松 嫩 郎 4 ワ イ 3 & 5 1 阪 鉢 マ ス タ ヨ 読 日 行 3 【 株 式 】 & 制 4G3 【 株 丿 , 名 く な 肥 > 庸 480 2411 調 ー 株 益 2 な 購 2 1 石 ( ) 43 ー 韻 益 ( 6 ) 1 , 4 く 外 国 月 75 ー く 浮 動 株 月 よ",".11東P聞)高7(67017諸1安34高安日・24例ー7ROA1.脇予パンク・オプ・ニューヨークROE刊住財団【指標等】く6〉・般財川法人都豆一ム9ま比、本←デ(000、幻5(よのⅡ己資本10,リティー1ー生3〉而嗇松嫩郎4ワイ3&51阪鉢マスタヨ読日行3【株式】&制4G3【株丿,名くな肥>庸4802411調ー株益2な購21石()43ー韻益(6)1,4く外国月75ーく浮動株月よ"
3661,3661.T,エムアップホールディングス,情報・通信業,theme_wide,"→ ー ー % 70 4 例 → 4 材 24 ー 24 3 ー ー ー 制 【 株 式 】 4 俐 【 株 ド ー 名 く ① 日 ・ カ ス ト デ 日 噺 日 - マ ス タ ヨ 日 務 ) く 2 〉 市 藤 宏 ・ 郎 ー 繝 皀 本 6 , pRDßGFEAC き 比 事 ー ノ 42 ノ ミ = ー ズ ・ オ ム 一 第 3 , 行 6 ノ ル ウ = ー 0 野 村 孀 【 指 標 等 】 〉 ゴ ー ル ド マ ン ・ サ ッ ク ス ( し ROE な 予 壓 ー ) ア カ ウ ン ト ROA 7 一 自 社 (","→ーー%704例→4材24ー243ーーー制【株式】4俐【株ドー名く①日・カストデ日噺日-マスタヨ日務)く2〉市藤宏・郎ー繝皀本6,pRDßGFEACき比事ーノ42ノミ=ーズ・オム一第3,行6ノルウ=ー0野村孀【指標等】〉ゴールドマン・サックス(しROEな予壓ー)アカウントROA7一自社("
3662,3662.T,エイチームホールディングス,情報・通信業,theme_bodyleft,"ー 7 1 1 12. 1211 東 P ー 5 舸 → 第 7 カ 高 ( り 3 ' 匯 既 林 家 閾 1> 91 安 8 1 5 当 ド 7 ・ 2 5 年 満 ハ ) 7 1 2 高 安 日 ・ Ⅱ 己 資 本 9 , &38 バ ン ク オ ニ 、 一 ョ ー ク ・ 響 「 8 , 6 メ ロ ン 14 儺 冊 幻 ( ロ ) 【 指 標 等 】 く わ ト M•I 腿 D ROE 1 を ー 中 内 彳 信 龜 1 い 調 株 益 5 ー ・ ・ 【 役 員 生 い 内 之","ー71112.1211東Pー5舸→第7カ高(り3'匯既林家閾1>91安815当ド7・25年満ハ)712高安日・Ⅱ己資本9,&38バンクオニ、一ョーク・響「8,6メロン14儺冊幻(ロ)【指標等】くわトM•I腿DROE1をー中内彳信龜1い調株益5ー・・【役員生い内之"
3663,3663.T,セルシス,情報・通信業,theme_bodyleft,"ー 7 0 21.1 2. 4 幻 . 4 ( 8 り ー 8 勦 和 2 △ 11 Ⅱ 己 資 本 6 , ィ ー ブ ッ ク イ ニ シ ア 1 よ 9 一 生 3 > LINE 新 Frontier 1 4.9 ワ コ ム 1 [ 衄 ] 自 社 ( 自 己 株 ロ ) 2 一 【 株 式 】 & ツ 飛 【 株 1 7 , 明 4 名 く な 肥 〉 庸 例 時 5 3 響 「 4341 MARcoyr 1 四 ( ) 例 7 3 ー 【 指 標 等 】 く ー 幻 ー ズ ク ラ イ ア ン ト ( ) 韻 益 ( 2 凵 2 ) 1 , リ ー サ ム ス ン ( ー 5 ) 7 2 7 41 ROA 7. 予 1 ビ ′ ← フ ( 0 ) 751 2 ~ 高 安 日 ・ ・ ROE & 予 17 ・ ス テ ー ト ス ト リ ー ト B & T ル ク ス","ー7021.12.4幻.4(8りー8勦和2△11Ⅱ己資本6,ィーブックイニシア1よ9一生3>LINE新Frontier14.9ワコム1[衄]自社(自己株ロ)2一【株式】&ツ飛【株17,明4名くな肥〉庸例時53響「4341MARcoyr1四()例73ー【指標等】くー幻ーズクライアント()韻益(2凵2)1,リーサムスン(ー5)72741ROA7.予1ビ′←フ(0)7512~高安日・・ROE&予17・ステートストリートB&Tルクス"
3664,3664.T,モブキャストホールディングス,情報・通信業,theme_wide,"△ 1 △ .7 △ 1 7 2. 4 . 5 24 ー 【 株 式 】 G 認 俐 【 株 ド 乢 ( ー 4 務 ) く 2 3 〉 市 割 ン ア ミ リ ー シ ョ ッ : 5 師 儁 贔 ー 物 甼 4 囿 山 ド 博 2, 船 7 ヤ 【 指 標 等 】 く ー わ 日 本 介 融 龕 統 一 安 統 日 ・ ROE•G9-8 ー ト 7 山 ド 良 人 24 3 1,011 ROA & 2 ー ト ー ー く 外 〉 % く 瀞","△1△.7△172.4.524ー【株式】G認俐【株ド乢(ー4務)く23〉市割ンアミリーショッ:5師儁贔ー物甼4囿山ド博2,船7ヤ【指標等】くーわ日本介融龕統一安統日・ROE•G9-8ート7山ド良人2431,011ROA&2ートーーく外〉%く瀞"
3665,3665.T,エニグモ,情報・通信業,theme_wide,"貶 . 8 14. 8 2. 8 24 ー △ 1.7 4 OA) ー → 4 3 24 3 4 ー 【 株 式 】 材 2 俐 【 株 ド 7 名 く 1> ソ ニ ー グ ル ー プ ー 資 本 , 日 - マ ス タ 日 【 指 標 等 】 く 4.1> 細 合 ROE & 脇 内 村 裕 ROA ー く 外 〉 く 瀞 51G","貶.814.82.824ー△1.74OA)ー→432434ー【株式】材2俐【株ド7名く1>ソニーグループー資本,日-マスタ日【指標等】く4.1>細合ROE&脇内村裕ROAーく外〉く瀞51G"
3667,3667.T,ｅｎｉｓｈ,情報・通信業,theme_bodyleft,"△ 7 1 よ 1 1 & 1 1 & 1 東 S .6 舸 → OA) 6 ム .4 ー 7 ム な 8 △ 15 高 安 日 ・ 2 3 297 212 ・ 、 年 、 ( 5 年 満 3 【 株 式 】 & 3 幻 【 株 1 ロ , 名 く な 肥 > 庸 1 匯 既 公 文 善 ・ 1 4. 五 1 新 安 孝 Ⅱ 己 資 本 27 野 村 証 券 四 0 本 比 鵯 ー Ⅸ Y メ ロ ン GCM ク ラ イ ア ン 2 , 1 ト M ・ ILMFE 四 一 0.9 15 0. ROE △ 18 予 ー 国 ア ク テ ィ ッ ク ス 肥 05 最 純 益 よ 肥 ) 3 磐 律 嵳","△71よ11&11&1東S.6舸→OA)6ム.4ー7ムな8△15高安日・23297212・、年、(5年満3【株式】&3幻【株1ロ,名くな肥>庸1匯既公文善・14.五1新安孝Ⅱ己資本27野村証券四0本比鵯ーⅨYメロンGCMクライアン2,1トM・ILMFE四一0.9150.ROE△18予ー国アクティックス肥05最純益よ肥)3磐律嵳"
3668,3668.T,コロプラ,情報・通信業,theme_wide,"24 ー 24 3 6 【 株 式 】 ー 俐 【 株 ド 冖 , コ 場 功 淳 日 本 カ ス ト デ ィ 信 託 ー 資 本 バ ン ク ・ オ ・ = 、 一 + き 比 事 メ ロ ン 14 一 7 、 ク レ デ ィ ス イ ス 脩 3 【 指 標 等 】 の 自 社 ( 自 己 株 ロ ) 一 行 ROE ー ク ウ ェ ー ト ・ イ ン ベ ス ト ) ROA オ ー ソ リ テ ィ","24ー2436【株式】ー俐【株ド冖,コ場功淳日本カストディ信託ー資本バンク・オ・=、一+き比事メロン14一7、クレディスイス脩3【指標等】の自社(自己株ロ)一行ROEークウェート・インベスト)ROAオーソリティ"
3670,3670.T,協立情報通信,情報・通信業,theme_bodyleft,"5 ー 7 3 【 株 式 】 & 1 , 【 株 1 期 4.3 > 1 三 都 0 カ 四 .9 12 ・ → 1 肥 生 3 > 一 石 T バ ン ク Ⅱ 己 資 本 例 4 木 村 俊 本 比 6 凵 ー 自 社 従 業 員 持 株 会 一 い ー 谷 川 崇 3 物 「 券 い 0 2 1 18 16 1 【 指 標 等 】 く 肥 〉 大 久 保 英 樹 1 ( の 高 安 呂 ・ ROE 1 よ 予 1 凵 ー 2 ー 1 16 1 調 ー 株 益 1713 0 最 純 益 ( 幻 コ ) 国 人 ・ み 芻 ト ・ 【 役 員 : 々 木 則","5ー73【株式】&1,【株1期4.3>1三都0カ四.912・→1肥生3>一石TバンクⅡ己資本例4木村俊本比6凵ー自社従業員持株会一いー谷川崇3物「券い02118161【指標等】く肥〉大久保英樹1(の高安呂・ROE1よ予1凵ー2ー1161調ー株益17130最純益(幻コ)国人・み芻ト・【役員:々木則"
3671,3671.T,ソフトマックス,情報・通信業,theme_bodyleft,"ー 7 【 株 式 】 & 19. 2 れ ー 5 舸 → 現 物 出 冊 2 値 3 5 , 叨 【 株 1 47 石 名 く な 肥 〉 庸 制 リ ン ク ス 1 0 村 俊 郎 1 % 2 い 幻 4.0 幻 よ 6 Ⅱ 己 資 本 3 , C ) 最 光 等 16 6 8 4 744 1 【 指 標 等 】 4 な 肥 〉 森 川 道 知 7 ( 2 ) 781 1 最 益 ( な 肥 ) 4 83 791 1 調 ー 株 益 2 高 安 日 ・ ROE 14 ・ 予 に 脇 く 円 > ー : 勳 橆 :","ー7【株式】&19.2れー5舸→現物出冊2値35,叨【株147石名くな肥〉庸制リンクス10村俊郎1%2い幻4.0幻よ6Ⅱ己資本3,C)最光等166847441【指標等】4な肥〉森川道知7(2)7811最益(な肥)4837911調ー株益2高安日・ROE14・予に脇く円>ー:勳橆:"
3672,3672.T,オルトプラス,情報・通信業,theme_wide,"25 加 . 2 24 ー △ 3 ー 第 4 7 24 3 141 ー ー △ 6 バ リ バ ( ロ ン ド ン ) プ う 【 株 式 】 加 , 俐 【 株 ド ・ く 既 3 〉 ′ 贖 事 業 合 ー 7 G ン ユ ー チ ャ ー ン ア ン 務 ) く 2 3 〉 市 MIN テ コ ラ ス 圄 ⅱ ー ク リ ア ラ ン ス ー ROA △ 脇 ト ー 、 ROE 材 4 ー ー - 京 短 【 指 標 等 】 の s B I","25加.224ー△3ー第47243141ーー△6バリバ(ロンドン)プう【株式】加,俐【株ド・く既3〉′贖事業合ー7Gンユーチャーンアン務)く23〉市MINテコラス圄ⅱークリアランスーROA△脇トー、ROE材4ーー-京短【指標等】のsBI"
3673,3673.T,ブロードリーフ,情報・通信業,theme_wide,". 3 24 ー 【 株 式 】 97 , 俐 【 株 ド 7 ー 7 ー / ー ザ ン ・ ト ス ト ー 4 244 務 ) く 02 3 〉 市 ン イ デ リ テ ィ F. 4 本 ー 光 通 信 安 き 比 事 響 自 上 ! 1 己 l) 6 【 指 標 等 】 く 0 一 わ バ ン ク ・ オ プ ・ ニ ュ ー 十 3 有 8 3 4 第 ノ ン ト リ ー テ ィ 5 龕 統 一 安 統 日 ・ ROE ー メ 0 ン 14 一 4 % 24 3 ROA •4.m 脇 OM02 ス テ ー ト ・ ス ト",".324ー【株式】97,俐【株ド7ー7ー/ーザン・トストー4244務)く023〉市ンイデリティF.4本ー光通信安き比事響自上!1己l)6【指標等】く0一わバンク・オプ・ニュー十3有834第ノントリーティ5龕統一安統日・ROEーメ0ン14一4%243ROA•4.m脇OM02ステート・スト"
3674,3674.T,オークファン,情報・通信業,theme_bodyleft,"ー 7 93 . 4 ー よ 1 東 G & 7 (2GO(hl) OA) 【 株 式 】 & 10 3 【 株 1 朝 , 5 名 く 幻 コ 〉 庸 17 1 匯 既 武 永 修 Ⅱ 己 資 本 4 , 83 SBIå 券 ー “ 物 「 置 幇 . = ヨ ー 多 . 4 【 指 標 等 】 く の メ ロ ン 14 儺 10 Ⅱ ( ー ① 高 安 日 ・ ROE 予 4 ・ バ ン ク ・ オ プ ・ ニ ュ ー ヨ ー ク ・ 2 4 梳 4 加 制 ROA 住 予 ー メ ロ ン 14 儺 化 8 0 4 制 3 石 ⅸ 益 ( の 4 く 外 国 > 42 ー く 動 株 〉 幻 悪 4 7","ー793.4ーよ1東G&7(2GO(hl)OA)【株式】&103【株1朝,5名く幻コ〉庸171匯既武永修Ⅱ己資本4,83SBIå券ー“物「置幇.=ヨー多.4【指標等】くのメロン14儺10Ⅱ(ー①高安日・ROE予4・バンク・オプ・ニューヨーク・24梳4加制ROA住予ーメロン14儺化804制3石ⅸ益(の4く外国>42ーく動株〉幻悪47"
3675,3675.T,クロス・マーケティンググループ,情報・通信業,theme_bodyleft,2 7 1 丘 1 19. 11 東 P 高 安 5 0 に 6 ー 7 △ 伹 0 f4D △ に 【 株 式 】 & 珥 970 飛 【 株 主 爲 3 名 く な 肥 〉 庸 Ⅱ 己 資 本 6 2 日 本 マ ス タ ヨ 氈 ロ 石 ま 比 0 、 自 0 ( 自 0 株 、 0 0 0 物 「 五 飆 史 子 9 RO 17. 脇 刊 4 ー チ = 箋 ↑ ン ) ス ペ シ ャ ル ・ 31( 15 ) ROA 7. 予 & 儀 ア カ ウ ン ト 1 ( ー 5 ) 高 安 日 ・ 2 570 5 ー ー 4 1 ・ 、 年 29 、 ( 5 年 前 2 ),271丘119.11東P高安50に6ー7△伹0f4D△に【株式】&珥970飛【株主爲3名くな肥〉庸Ⅱ己資本62日本マスタヨ氈ロ石ま比0、自0(自0株、000物「五飆史子9RO17.脇刊4ーチ=箋↑ン)スペシャル・31(15)ROA7.予&儀アカウント1(ー5)高安日・25705ーー41・、年29、(5年前2)
3676,3676.T,デジタルハーツホールディングス,情報・通信業,theme_bodyleft,"ー 7 ー こ 1 -1 冊 .5 【 株 式 】 & , 88 【 株 ド 向 7 名 く 幻 コ 〉 庸 い 1 匯 既 宮 澤 栄 2 ( 議 ) 21 ー ノ ー ザ と ・ ト ラ ス ト ( AV 庇 ) リ 東 P 高 安 響 「 ' ラ ス ト 四 ( 0.9 ) 19 2 制 2 1 Ⅱ 57 ー 4 【 指 標 等 】 く h.3 〉 川 モ ル ガ ン ・ バ ン ク ・ ル ク セ ン 高 安 日 ・ ROE 2 脇 予 プ ル グ 1 3 21 ( の 2 ー 8 1 ROA 0 ー 予 1 ノ ー ザ ン ト ラ ス ト ( AV 糺 ) リ ・ ノ 県 ; 8 町 調 株 益 18 ( 0. の 韻 益 ( 3 ) 1 , 7 イ ン タ み テ イ プ プ ロ ー カ 一 916 ー ・ 、 年 17 ー 年 ・ 、 12 、 舸 →","ー7ーこ1-1冊.5【株式】&,88【株ド向7名く幻コ〉庸い1匯既宮澤栄2(議)21ーノーザと・トラスト(AV庇)リ東P高安響「'ラスト四(0.9)192制21Ⅱ57ー4【指標等】くh.3〉川モルガン・バンク・ルクセン高安日・ROE2脇予プルグ1321(の2ー81ROA0ー予1ノーザントラスト(AV糺)リ・ノ県;8町調株益18(0.の韻益(3)1,7インタみテイププローカ一916ー・、年17ー年・、12、舸→"
